Specimen| Name| spX100| odds| dna| lifePoint| incubMin| atk1| atk1p| atk2| atk2p| bank| unlockAttack| type| recipes| abilities| abilityPct1| abilityPct2| orbSlots| Attack1p_name| Attack2p_name| Description
Specimen_CB_98| No Name| 200| 20| CB| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_98x[A-F][A-F]_*+CB_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CC_98| No Name| 200| 20| CC| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_98x[A-F][A-F]_*+CC_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CD_98| No Name| 200| 20| CD| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_98x[A-F][A-F]_*+CD_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CE_98| No Name| 200| 20| CE| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_98x[A-F][A-F]_*+CE_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CF_98| No Name| 200| 20| CF| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_98x[A-F][A-F]_*+CF_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_DA_98| No Name| 079| 20| DA| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_98x[A-F][A-F]_*+DA_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DB_98| No Name| 200| 20| DB| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_98x[A-F][A-F]_*+DB_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DC_98| No Name| 200| 20| DC| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_98x[A-F][A-F]_*+DC_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DD_98| No Name| 200| 20| DD| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_98x[A-F][A-F]_*+DD_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DE_98| No Name| 200| 20| DE| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_98x[A-F][A-F]_*+DE_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DF_98| No Name| 200| 20| DF| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_98x[A-F][A-F]_*+DF_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_EA_98| No Name| 200| 20| EA| 1130| 60| 312| 468| 312| 468| 42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_98x[A-F][A-F]_*+EA_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_EB_98| No Name| 200| 20| EB| 1130| 60| 312| 468| 312| 468| 42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_98x[A-F][A-F]_*+EB_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_EC_98| No Name| 200| 20| EC| 1130| 60| 312| 468| 312| 468| 42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_98x[A-F][A-F]_*+EC_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_ED_98| No Name| 200| 20| ED| 1130| 60| 312| 468| 312| 468| 42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_98x[A-F][A-F]_*+ED_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_EE_98| No Name| 200| 20| EE| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_98x[A-F][A-F]_*+EE_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_EF_98| No Name| 200| 20| EF| 1130| 60| 312| 468| 312| 468| 42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_98x[A-F][A-F]_*+EF_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_FA_98| No Name| 200| 20| FA| 1130| 60| 312| 468| 312| 468| 42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_98x[A-F][A-F]_*+FA_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_FB_98| No Name| 200| 20| FB| 1130| 60| 312| 468| 312| 468| 42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_98x[A-F][A-F]_*+FB_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_FC_98| No Name| 200| 20| FC| 1130| 60| 312| 468| 312| 468| 42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_98x[A-F][A-F]_*+FC_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_FD_98| No Name| 200| 20| FD| 1130| 60| 312| 468| 312| 468| 42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_98x[A-F][A-F]_*+FD_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_FE_98| No Name| 200| 20| FE| 1130| 60| 312| 468| 312| 468| 42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_98x[A-F][A-F]_*+FE_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_FF_98| No Name| 200| 0| FF| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_98x[A-F][A-F]_*+FF_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_A_98| No Name| 300| 20| A| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_B_98| No Name| 300| 20| B| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_C_98| No Name| 300| 20| C| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_D_98| No Name| 300| 20| D| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_E_98| No Name| 300| 20| E| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_F_98| No Name| 300| 20| F| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_AA_14| No Name| 200| 0| AA| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_14x[A-F][A-F]_*+AA_14x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AB_14| The Screencaster| 180| 0| AB| 4557| 60| 1047| 1544| 1047| 1544| 84| 1:1:a;2:5:b;2p:15:b;1p:10:a| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus| -25| -40| n;n;s| TV Throw| Hypnoshock| In the underground world, there are many Necro mutants with functions similar to those on the surface. Among them are damaged objects possessed by disturbed spirits, attempting to revive the memory of these objects' past. This possessed television set has managed to build its own underground media empire and regularly kidnaps people from the surface to have guests on its variety show.
Specimen_AC_14| Professor Chronomantik| 280| 20| AC| 2541| 60| 1041| 1649| 1041| 1649| 42| 1:1:a;2:5:c;2p:15:c;1p:10:a| HEROIC| AC_14x[A-F][A-F]_*+AC_14x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -10| -20| n;n;n;s| Ink Cannon| Basic ruler| This former history teacher, lost in time following a time machine accident, found himself propelled through various eras, during which he was able to build his famous ink cannon and adapt it to locally available elements. However, his time-travel abilities have been limited by the size of his mutation, and traces of his passage remain in multiple eras.
Specimen_AD_14| Origamix| 90| 20| AD| 354| 60| 584| 870| 584| 870| 42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_14x[A-F][A-F]_*+AD_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 35| n;n;s| Thousand Cranes| Origami Stampede| This strange creature is made of paper, both literally and figuratively. It was born from the strong will of a master origami artist who had created numerous works and poured all his creativity into one final project: a living fold capable of taking on multiple forms. Be careful, though—it's easy to cut yourself with so much paper!
Specimen_AE_14| Giganto-Moai| 200| 0| AE| 4212| 60| 1011| 1632| 594:AOE| 1011:AOE| 42| 1:1:a;2:5:e;2p:15:e;1p:10:a| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 40| n;n;s| Moai Beam| Real Body| This specimen discovered on Easter Island is more of an organometallic life form than a simple robot. What civilization could have put them there, and when? These are just some of the questions that trouble Mutenstein, who seems to be hiding a great deal from us...
Specimen_AF_14| Black I.C.E.| 100| 20| AF| 1351| 60| 687| 975| 687| 975| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_14x[A-F][A-F]_*+AF_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -10| -50| n;n;s| Electronic execution| Cryonic execution| This extremely advanced security system is programmed to injure or even kill intruders in computer systems, unlike many other systems which seek only to protect or expel. Initially reserved for entities purely made up of data on the network, the application of the program to a mutant with advanced combat capabilities has revolutionized the world of space security. However, it can sometimes be a little too dangerous and lethal...
Specimen_BA_14| Mecargoyle| 170| 0| BA| 2221| 60| 1224| 1832| 1224| 1832| 42| 1:1:b;2:5:a;2p:15:a;1p:10:b| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus| -60| -90| n;n;s| Aerial Dive| Wing Combo| For centuries, it has waited patiently atop ancient buildings. The passage of time has damaged many of its stone parts, which have gradually been replaced with modernized metal versions, such as its claws and wings. And now it has finally awakened to the world, watching motionless from the rooftops, ready to pounce brutally on unsuspecting prey.
Specimen_BB_14| No Name| 200| 0| BB| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_14x[A-F][A-F]_*+BB_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BC_14| Perfitrouille| 110| 0| BC| 1432| 60| 834| 1518| 834| 1588| 42| 1:1:b;2:5:c;2p:15:c;1p:10:b| SEASONAL| | 1:ability_regen;2:ability_regen_plus| 20| 35| n;n;s| Tricky Treats| Deadly Trick| A treacherous spirit born from a pumpkin seed. This embodiment of Trick or Treats imitates childish behaviour at Halloween time to collect candy and and make cruel (and sometimes deadly) pranks at the expense of all others... Don't fall for its childish smile, this mutant could very well make your life a real nightmare.
Specimen_BD_14| Greensward Rager| 215| 20| BD| 2386| 60| 684| 1086| 684| 1086| 42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_14x[A-F][A-F]_*+BD_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -30| -50| n;n;s| Bony Claws| Infectious Fangs| An undead zooanthropic horror, inadvertently created during experiments to try and eradicate myxomatosis once and for all. The disease was effectively eradicated, but it had unforeseen effects on some of the infected rabbits, mutating some of them into monstrosities capable of ravaging an entire field overnight.
Specimen_BE_14| No Name| 200| 0| BE| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_14x[A-F][A-F]_*+BE_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BF_14| Irradiance| 290| 20| BF| 1861| 60| 1514| 2184| 1514| 2184| 42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_14x[A-F][A-F]_*+BF_14x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -60| -100| n;n;s| Glass Shards| Corrupted Light| An entity with power comparable to that of a god, sealed for centuries in a stained glass window, radiating power and light. The stained glass window was freed during the renovation of a cathedral, allowing this entity to escape, before being recaptured and forced to fight in the arenas of Genetic City. Do not succumb to its honeyed promises
Specimen_CA_14| Breakmaster| 210| 0| CA| 2466| 60| 1233| 2024| 870:AOE| 1477:AOE| 42| 1:1:c;2:5:a;2p:15:a;1p:10:c| GACHA| | 1:ability_retaliate;2:ability_retaliate_plus| -10| -20| n;n;s| Freeze Kick| Flare Spin| Step up to the beat. /nNever take a hit. /nDance along with it. /nProve you’re an athlete. /n/nThis was the motto of the scientific team who tried to make the first dancing and battling mutant ever. The rhymes permeated their work so deeply that it led them to a breakdancing mutant, using its capabilities to fight in unseen ways in the Arena.
Specimen_CB_14| Fleet Captain Blackbeard| 290| 20| CB| 2511| 60| 748| 1731| 748| 1265:AOE| 42| 1:1:c;2:5:b;2p:15:b;1p:10:c| HEROIC| CB_14x[A-F][A-F]_*+CB_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -25| -40| n;n;n;s| Boarding Axe| Prepare to board!| The most famous of all freebooters has been regenerated in an idealized version of the Caribbean, where he is now the greatest pirate in the universe... Can you steal his title and become the Lord of Plunder?
Specimen_CC_14| Blue King| 320| 0| CC| 2882| 60| 944| 1441| 633:AOE| 1014:AOE| 45| 1:1:c;2:5:c;1p:10:c;2p:15:c| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus| 40| 80| n;n;s| Castling| Canonnade| This lazy king is accustomed to betrayal and backroom assassinations. In order to never be defeated by his enemies, he has developed methods that allow him to fight directly from his throne. He has even developed means of teleportation to both hide and strike his opponents from behind.
Specimen_CD_14| Don Gamberetti| 260| 20| CD| 1972| 60| 1277| 1972| 1277| 1972| 42| 1:1:d;2:5:c;2p:15:c;1p:10:d| HEROIC| CD_14x[A-F][A-F]_*+CD_14x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 30| 45| n;n;n;s| Street Urchins| Gatling Claw| Since the rediscovery of Neo-Atlantis and the construction of underwater arenas for thrill-seeking audiences, underwater exploration has developed significantly. And as in many large cities, organized crime has left its mark on this underwater city. This mutant is the embodiment of this, the leader of the largest mafia on the seabed, despite his modest origins near the Sicilian coast. Armed with an automatic machine gun in one of his claws, he was able to dethrone all the other lieutenants of the previous Don, whether they were pistol shrimp or octopus wrestlers. Now he runs his criminal empire with an iron claw from his 1920s-style bar.
Specimen_CE_14| No Name| 200| 0| CE| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_14x[A-F][A-F]_*+CE_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CF_14| Ice Dancer Yria| 95| 20| CF| 760| 60| 451| 916| 451| 916| 42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_14x[A-F][A-F]_*+CF_14x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -35| -70| n;n;s| Icy Blades| Icebreaker| In order to combat gratuitous violence, a European team based around the Baltic Sea developed a mutant dedicated to figure skating. However, the latter's fighting instincts ultimately proved to be more important than his natural grace and ability to perform tricks. So it was simply that Yria ended up in the arenas of Genetic City despite the destiny that was promised to him.
Specimen_DA_14| B.U.N. Overmind| 135| 0| DA| 2999| 60| 930| 1755| 930| 1755| 42| 1:1:d;2:5:a;2p:15:a;1p:10:d| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus| 15| 25| n;n;s| Hyperray| Hyperjumps| This cybernetic unit directs all B.U.N. Tower operations from its top floor. No information is available on the particulars of the acronym B.U.N.
Specimen_DB_14| The Crawling Madness| 280| 0| DB| 3987| 60| 954| 1778| 954| 986:AOE| 42| 1:1:d;2:5:b;2p:15:b;1p:10:d| SEASONAL| | 1:ability_slash;2:ability_slash_plus| -15| -40| n;n;s| Toxic Grip| Venomous Spray| A crawling horror of unknown origin, blending characteristics of arachnids, scorpions, scolopendras and other arthropod predators. Its venom is lethal even at very low doses, but acts particularly slowly, causing horrible pain and agony that can last for days. An antidote is currently being developed, but its success rate remains below 30% for the time being. Who is the mad scientist who developed this creature and released it in Genetic City? The mystery still remains...
Specimen_DC_14| Jurassic Terror| 290| 0| DC| 3877| 60| 1527| 2047| 1527| 2047| 42| 1:1:d;2:5:c;2p:15:c;1p:10:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus| -30| -60| n;n;s| Bloody Dash| Jurassic Blades| This dinosaur monster, covered in spikes and blades, is the fruit of research carried out by various laboratories into new forms of fighting dinosaurs, designed specifically for the arena. Some would say that this particular form was revealed by a multiversal creature. Watch out for the bleeding!
Specimen_DD_14| Bestial Overlord| 280| 20| DD| 2441| 60| 977| 1488| 695:AOE| 1182:AOE| 42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_14x[A-F][A-F]_*+DD_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -20| -40| n;n;s| Overlord’s Fury| King’s Roar| Numerous cryptids have been created over the course of time, most through failed genetic manipulation. One laboratory, however, succeeded in combining top predators from continents, skies, oceans and the past. Their research data was sent to Genetic City University for replication, but when an award was due to be presented, none of the project's participants gave any sign of life...
Specimen_DE_14| Supermassive Infinity| 265| 0| DE| 4666| 60| 1277| 1994| 1277| 1994| 45| 1:1:d;2:5:e;2p:15:e;1p:10:d| CAPTAINPEACE| DE_14x[A-F][A-F]_*+DE_14x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 60| n;n;s| Supermassive Singularity| Supermassive Singularity| This three-headed space serpent, classified in the Ouroboros family, is capable of modifying its density and synchronizing its three bodies to generate spectacular accelerations or points of infinite density. Its relative mass could not be correctly estimated, as in most cases the subject fled during the observation.
Specimen_DF_14| No Name| 200| 0| DF| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_14x[A-F][A-F]_*+DF_14x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_EA_14| D.A.B.| 270| 20| EA| 3148| 60| 828| 1244| 828| 1244| 105| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_14x[A-F][A-F]_*+EA_14x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -20| -35| n;n;s| AutoTurret Machinegun| High-Speed Gold| After extensive research by a large banking consortium to make ATMs more welcoming and user-friendly, in order to boost user confidence and prevent hacking attempts, a number of incidents occurred involving customers who were rather annoyed by the machines' AI. Wishing to cover up the affair, the consortium blamed the machine's creators and reused their concept to develop a mutant that directly attacks its opponents with raw gold bars.
Specimen_EB_14| No Name| 200| 0| EB| 1130| 60| 312| 468| 312| 468| 42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_14x[A-F][A-F]_*+EB_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
